BGP table version is 0, local router ID is 100.100.174.206
Status codes: s suppressed, d damped, h history, * valid, > best, i - internal,
              r RIB-failure, S Stale, R Removed
Origin codes: i - IGP, e - EGP, ? - incomplete

   Network          Next Hop            Metric LocPrf Weight Path
*> 10.0.153.23/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.24/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.25/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.26/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.27/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.28/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.29/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.30/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.153.31/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.154.64/31   100.100.243.130                        0 65084 64601 i
*> 10.0.155.0/31    100.100.243.130                        0 65084 64601 i
*> 10.0.157.32/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.33/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.34/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.35/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.36/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.37/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.38/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.39/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.40/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.41/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.42/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.43/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.44/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.45/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.46/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.47/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.64/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.65/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.66/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.157.67/32   100.100.243.130                        0 65084 64601 64847 64698 i
*> 10.0.160.0/21    100.100.243.130                        0 65084 64601 i
*> 10.0.176.0/20    100.100.243.130                        0 65084 64601 i
*> 10.0.176.5/32    100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.6/32    100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.7/32    100.100.243.130                        0 65084 64601 i
*> 10.0.176.8/32    100.100.243.130                        0 65084 64601 i
*> 10.0.176.9/32    100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.10/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.11/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.12/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.30/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.31/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.32/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.33/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.34/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.35/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.36/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.37/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.38/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.39/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.40/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.41/32   100.100.243.130                        0 65084 64601 64628 64628 64628 64628 64628 i
*> 10.0.176.44/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.45/32   100.100.243.130                        0 65084 64601 i
*> 10.0.176.48/29   100.100.243.130                        0 65084 64601 i
*> 10.0.176.72/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.73/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.74/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.75/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.76/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.77/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.82/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.83/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.84/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.85/32   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.86/31   100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.176.127/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.178.0/25    100.100.243.130                        0 65084 64601 i
*> 10.0.178.32/28   100.100.243.130                        0 65084 64601 i
*> 10.0.178.48/28   100.100.243.130                        0 65084 64601 i
*> 10.0.178.225/32  100.100.243.130                        0 65084 64601 64637 i
*> 10.0.178.238/32  100.100.243.130                        0 65084 64601 i
*> 10.0.179.224/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.179.226/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.179.228/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.179.230/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.179.236/31  100.100.243.130                        0 65084 64601 i
*> 10.0.179.246/31  100.100.243.130                        0 65084 64601 i
*> 10.0.180.0/23    100.100.243.130                        0 65084 64601 i
*> 10.0.180.32/28   100.100.243.130                        0 65084 64601 i
*> 10.0.180.48/28   100.100.243.130                        0 65084 64601 i
*> 10.0.180.128/28  100.100.243.130                        0 65084 64601 i
*> 10.0.180.144/28  100.100.243.130                        0 65084 64601 i
*> 10.0.180.192/28  100.100.243.130                        0 65084 64601 i
*> 10.0.180.208/28  100.100.243.130                        0 65084 64601 i
*> 10.0.187.128/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.187.129/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.187.132/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.133/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.134/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.135/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.136/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.137/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.138/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.139/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.140/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.141/32  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.142/32  100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.0.187.143/32  100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.0.187.144/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.146/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.148/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.150/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.152/31  100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.187.154/31  100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.0.187.156/31  100.100.243.130                        0 65084 64601 64653 64698 i
*> 10.0.187.158/31  100.100.243.130                        0 65084 64727 65083 64698 i
*> 10.0.188.55/32   100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.191.3/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.5/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.6/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.7/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.8/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.9/32    100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.10/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.20/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.23/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.24/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.25/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.26/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.27/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.28/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.29/32   100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.128/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.129/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.130/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.132/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.136/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.137/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.138/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.140/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.141/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.142/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.192/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.193/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.194/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.200/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.201/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.191.202/32  100.100.243.130                        0 65084 64601 64650 i
*> 10.0.216.0/25    100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.0.216.128/25  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.0.217.0/25    100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.0.217.128/25  100.100.243.130                        0 65084 64601 64621 64698 i
*> 10.0.224.0/19    100.100.243.130                        0 65084 64601 i
*> 10.0.225.224/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.225/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.226/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.227/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.228/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.229/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.230/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.231/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.232/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.233/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.234/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.235/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.236/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.237/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.238/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.225.239/32  100.100.243.130                        0 65084 64601 64628 64698 i
*> 10.0.232.0/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.1/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.2/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.3/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.4/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.5/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.6/32    100.100.243.130                        0 65084 64601 64638 64698 i
*> 10.0.232.7/32    100.100.243.130                        0 65084 64601 64638 64698 i
